symbol;index;dateOpen;priceOpen;dateClose;priceClose;profit
XBTUSD;128;2018-05-02 08:00:00;9152.5;2018-05-06 08:00:00;9677.5;-519.75
XBTUSD;327;2018-05-06 08:00:00;9677.5;2018-05-14 15:00:00;8752.5;-915.75
XBTUSD;353;2018-05-14 15:00:00;8752.5;2018-05-15 17:00:00;8535.5;214.83
XBTUSD;429;2018-05-15 17:00:00;8535.5;2018-05-18 21:00:00;8227.5;-304.92
XBTUSD;500;2018-05-18 21:00:00;8227.5;2018-05-21 20:00:00;8377.5;-148.5
